Industry,State,Country,Stage,Account Name,Amount,CloseDate (Epoch days),CloseDate (Epoch seconds),AccountType,CloseDate,Name
Utilities,Texas,United States,Closed Won,Cobb132 Inc,49060,18508,1599091200,Partner,9/3/2020,Opportunity for Freeman746
Banking,Alabama,United States,Closed Won,Erickson874 Inc,1972,18171,1569974400,Partner,10/2/2019,Opportunity for Hopkins747
Retail,,United States,Closed Won,Griffith580 Inc,32457,19347,1671580800,Partner,12/21/2022,Opportunity for Clayton750
Utilities,Illinois,United States,Closed Won,Becker755 Inc,7616,18796,1623974400,Customer,6/18/2021,Opportunity for Andrews1118
Communications,,United States,Closed Won,Cruz129 Inc,65533,18986,1640390400,Customer,12/25/2021,Opportunity for Hale1120
Apparel,,United States,Value Proposition,Harrison279 Inc,83406,18364,1586649600,Partner,4/12/2020,Opportunity for Estrada1122
Technology,,United States,Closed Won,Gutierrez801 Inc,98313,19303,1667779200,Customer,11/7/2022,Opportunity for Miles1126
Biotechnology,Pennsylvania,United States,Closed Won,Duncan773 Inc,48659,19103,1650499200,Partner,4/21/2022,Opportunity for Alvarado1128
Telecommunications,Texas,United States,Closed Won,Martin56 Inc,24823,18034,1558137600,Partner,5/18/2019,Opportunity for Wilkins1129
Transportation,Alabama,United States,Closed Won,Higgins494 Inc,84490,19080,1648512000,Customer,3/29/2022,Opportunity for Harris1133
Retail,Missouri,United States,Closed Won,Park905 Inc,65452,18023,1557187200,Partner,5/7/2019,Opportunity for Moran1134
Telecommunications,Arizona,United States,Closed Won,Grant712 Inc,52039,18987,1640476800,Partner,12/26/2021,Opportunity for Howell1136
Manufacturing,Texas,United States,Closed Lost,Perez590 Inc,91478,19104,1650585600,Partner,4/22/2022,Opportunity for Obrien1138
Technology,Virginia,United States,Closed Won,Owens400 Inc,65290,17936,1549670400,Partner,2/9/2019,Opportunity for Young1496
Transportation,Utah,United States,Closed Won,Higgins666 Inc,64982,18365,1586736000,Partner,4/13/2020,Opportunity for Malone1500
Retail,South Carolina,United States,Closed Won,Rios830 Inc,95224,18248,1576627200,Partner,12/18/2019,Opportunity for McDonald1503
Banking,Missouri,United States,Closed Won,Young486 Inc,53020,18675,1613520000,Partner,2/17/2021,Opportunity for Oliver1504
Telecommunications,Illinois,United States,Closed Won,Tran798 Inc,302,18709,1616457600,Partner,3/23/2021,Opportunity for Norris1506
Apparel,Massachusetts,United States,Perception Analysis,Benson689 Inc,88170,19344,1671321600,Partner,12/18/2022,Opportunity for Hardy1507
Media,New Jersey,United States,Qualification,Hawkins276 Inc,13323,19159,1655337600,Partner,6/16/2022,Opportunity for Nguyen1510
Manufacturing,Kansas,United States,Closed Won,Sims952 Inc,41829,18480,1596672000,Partner,8/6/2020,Opportunity for Garrett1512
Finance,Oregon,United States,Closed Won,Tate321 Inc,83907,19341,1671062400,Partner,12/15/2022,Opportunity for Kennedy1514
Banking,Oklahoma,United States,Closed Won,Rivera395 Inc,39289,18060,1560384000,Partner,6/13/2019,Opportunity for Bell1517
Finance,,United States,Closed Lost,Ortega682 Inc,80271,18589,1606089600,Partner,11/23/2020,Opportunity for Holt1880
Transportation,Pennsylvania,United States,Closed Lost,Carter172 Inc,32461,18106,1564358400,Customer,7/29/2019,Opportunity for Barker1887
Agriculture,California,United States,Value Proposition,Tucker401 Inc,78422,19023,1643587200,Customer,1/31/2022,Opportunity for Daniel1888
Consulting,,United States,Value Proposition,Valdez792 Inc,30418,19286,1666310400,Partner,10/21/2022,Opportunity for Phillips1889
Biotechnology,Florida,United States,Perception Analysis,Lopez140 Inc,89277,19274,1665273600,Partner,10/9/2022,Opportunity for Hall1897
Engineering,Texas,United States,Closed Won,Benson594 Inc,64999,18123,1565827200,Partner,8/15/2019,Opportunity for McKenzie1898
Engineering,New Mexico,United States,Closed Won,McDaniel467 Inc,96840,18734,1618617600,Partner,4/17/2021,Opportunity for Lee759
Communications,Texas,United States,Closed Won,Snyder527 Inc,38318,18699,1615593600,Partner,3/13/2021,Opportunity for Walters765
Manufacturing,Indiana,United States,Perception Analysis,Fleming762 Inc,24636,18516,1599782400,Partner,9/11/2020,Opportunity for Drake768
Manufacturing,Washington,United States,Closed Won,Wells259 Inc,88109,18774,1622073600,Partner,5/27/2021,Opportunity for Elliott770
Finance,Texas,United States,Closed Won,Mann440 Inc,1150,18588,1606003200,Partner,11/22/2020,Opportunity for Newton773
Energy,Virginia,United States,Closed Won,Goodwin856 Inc,64525,18637,1610236800,Partner,1/10/2021,Opportunity for Hoffman774
Education,New York,United States,Closed Won,Myers408 Inc,65310,18646,1611014400,Customer,1/19/2021,Opportunity for Waters780
Telecommunications,Virginia,United States,Qualification,Norton790 Inc,33405,17915,1547856000,Customer,1/19/2019,Opportunity for Robbins1143
Apparel,,United States,Closed Lost,Thompson136 Inc,53476,18670,1613088000,Partner,2/12/2021,Opportunity for Smith1145
Engineering,District of Columbia,,Closed Won,Alvarez72 Inc,6315,18355,1585872000,Partner,4/3/2020,Opportunity for Beck1148
Telecommunications,Ohio,United States,Closed Won,Martinez181 Inc,27716,18354,1585785600,Partner,4/2/2020,Opportunity for Poole1149
Communications,South Carolina,United States,Closed Won,Lawrence696 Inc,38175,18203,1572739200,Partner,11/3/2019,Opportunity for Howell1150
Communications,Ohio,United States,Closed Lost,Adams335 Inc,73154,18169,1569801600,Partner,9/30/2019,Opportunity for Santos1154
Energy,Ohio,,Closed Won,Page703 Inc,98364,18238,1575763200,Partner,12/8/2019,Opportunity for Lewis1160
Apparel,Connecticut,United States,Closed Won,Roberts804 Inc,84283,19254,1663545600,Customer,9/19/2022,Opportunity for Allen1162
Biotechnology,,United States,Closed Won,Edwards629 Inc,85544,18381,1588118400,Customer,4/29/2020,Opportunity for Marsh1164
Energy,Minnesota,United States,Value Proposition,Parker16 Inc,33531,18898,1632787200,Partner,9/28/2021,Opportunity for Lloyd1165
Engineering,District of Columbia,United States,Closed Lost,Soto36 Inc,9654,18390,1588896000,Customer,5/8/2020,Opportunity for Campbell1166
Insurance,Virginia,United States,Closed Lost,Gibson62 Inc,83405,18476,1596326400,Partner,8/2/2020,Opportunity for Gill1167
Insurance,California,United States,Closed Won,Schmidt289 Inc,38125,18054,1559865600,Partner,6/7/2019,Opportunity for Gross1521
Media,,United States,Closed Won,Simmons848 Inc,39208,18487,1597276800,Partner,8/13/2020,Opportunity for Garcia1525
Banking,West Virginia,United States,Closed Lost,Schneider841 Inc,50405,18885,1631664000,Customer,9/15/2021,Opportunity for Medina1531
Energy,,United States,Closed Won,Fleming816 Inc,11685,18374,1587513600,Partner,4/22/2020,Opportunity for Simon1538
Manufacturing,Ohio,United States,Closed Won,Morton537 Inc,3795,18609,1607817600,Partner,12/13/2020,Opportunity for Rodriguez1541
Utilities,California,United States,Closed Won,Carr43 Inc,85299,19223,1660867200,Partner,8/19/2022,Opportunity for Edwards1901
Banking,Texas,United States,Value Proposition,Joseph730 Inc,30505,19236,1661990400,Partner,9/1/2022,Opportunity for Stevenson1907
Engineering,District of Columbia,United States,Closed Won,Colon817 Inc,66297,18733,1618531200,Partner,4/16/2021,Opportunity for Aguilar1908
Retail,Florida,United States,Closed Lost,Ford835 Inc,58577,18670,1613088000,Partner,2/12/2021,Opportunity for Anderson1911
Manufacturing,District of Columbia,United States,Closed Won,Robinson912 Inc,93960,19030,1644192000,Customer,2/7/2022,Opportunity for Chandler1913
Communications,,United States,Proposal/Price Quote,Webb96 Inc,34158,18221,1574294400,Partner,11/21/2019,Opportunity for Walsh1918
Technology,Massachusetts,United States,Closed Won,Gordon294 Inc,26709,18753,1620259200,Customer,5/6/2021,Opportunity for Gordon1919
Finance,Texas,United States,Closed Lost,Watts76 Inc,83980,18919,1634601600,Partner,10/19/2021,Opportunity for White1920
Media,,United States,Closed Lost,McKinney995 Inc,23697,18055,1559952000,Partner,6/8/2019,Opportunity for Powers1925
Electronics,Pennsylvania,United States,Closed Won,Carter172 Inc,45495,18592,1606348800,Partner,11/26/2020,Opportunity for Paul419
Agriculture,Washington,United States,Closed Won,Silva224 Inc,92549,17963,1552003200,Customer,3/8/2019,Opportunity for Lloyd424
Biotechnology,California,United States,Qualification,Jensen353 Inc,55477,18933,1635811200,Partner,11/2/2021,Opportunity for Reyes426
Utilities,North Carolina,United States,Closed Lost,Bowman347 Inc,1355,18787,1623196800,Partner,6/9/2021,Opportunity for Mendoza431
Electronics,District of Columbia,United States,Closed Lost,Christensen303 Inc,85075,18929,1635465600,Partner,10/29/2021,Opportunity for Dennis432
Manufacturing,Illinois,United States,Closed Won,Wilkerson769 Inc,48624,18732,1618444800,Partner,4/15/2021,Opportunity for Guerrero433
Manufacturing,New York,United States,Closed Won,Crawford701 Inc,19546,19303,1667779200,Partner,11/7/2022,Opportunity for Ramos435
Telecommunications,Arkansas,United States,Closed Won,Gutierrez305 Inc,80653,17975,1553040000,Partner,3/20/2019,Opportunity for Estrada781
Engineering,Iowa,United States,Closed Won,Perez590 Inc,49348,18440,1593216000,Partner,6/27/2020,Opportunity for Moody784
Technology,Kentucky,United States,Closed Won,Phelps304 Inc,81011,19073,1647907200,Partner,3/22/2022,Opportunity for Harrison791
Banking,Delaware,United States,Closed Lost,Phillips722 Inc,56902,17929,1549065600,Partner,2/2/2019,Opportunity for Houston793
Media,Texas,United States,Closed Won,Joseph775 Inc,82134,17993,1554595200,Customer,4/7/2019,Opportunity for Phillips797
Retail,Louisiana,United States,Qualification,Herrera2 Inc,51911,18632,1609804800,Customer,1/5/2021,Opportunity for Blair798
Insurance,Indiana,United States,Closed Won,Bass661 Inc,82311,18187,1571356800,Partner,10/18/2019,Opportunity for Beck799
Apparel,Massachusetts,United States,Negotiation/Review,Evans674 Inc,28091,18934,1635897600,Customer,11/3/2021,Opportunity for Sullivan800
Banking,Texas,United States,Closed Won,Bailey19 Inc,82382,19116,1651622400,Partner,5/4/2022,Opportunity for George802
Communications,New York,United States,Closed Won,Estrada864 Inc,26741,18044,1559001600,Partner,5/28/2019,Opportunity for Osborne1170
Technology,Texas,United States,Closed Won,Hall230 Inc,28566,18118,1565395200,Customer,8/10/2019,Opportunity for Knight1172
Banking,District of Columbia,United States,Closed Lost,Vega20 Inc,84046,18546,1602374400,Customer,10/11/2020,Opportunity for Carson1177
Agriculture,Ohio,United States,Closed Won,Olson171 Inc,20055,18083,1562371200,Partner,7/6/2019,Opportunity for Padilla1183
Utilities,California,United States,Closed Won,Rodgers79 Inc,30026,19244,1662681600,Partner,9/9/2022,Opportunity for Abbott1184
Biotechnology,Kansas,United States,Proposal/Price Quote,Henry405 Inc,10335,18808,1625011200,Customer,6/30/2021,Opportunity for Rice1187
Engineering,,United States,Closed Won,Tran645 Inc,96248,18689,1614729600,Partner,3/3/2021,Opportunity for Waters1188
Communications,Nevada,United States,Closed Won,Fletcher429 Inc,19732,18425,1591920000,Partner,6/12/2020,Opportunity for Vasquez1191
Technology,Georgia,United States,Closed Won,Ingram217 Inc,27804,18972,1639180800,Partner,12/11/2021,Opportunity for Tate1543
Communications,,United States,Closed Won,Byrd23 Inc,82443,19207,1659484800,Customer,8/3/2022,Opportunity for Bates1547
Electronics,Iowa,United States,Qualification,Becker755 Inc,48669,18428,1592179200,Partner,6/15/2020,Opportunity for McKinney1548
Communications,Michigan,United States,Closed Won,Ferguson738 Inc,49921,18893,1632355200,Customer,9/23/2021,Opportunity for Banks1549
Telecommunications,California,United States,Closed Won,Stephens391 Inc,95572,18198,1572307200,Customer,10/29/2019,Opportunity for Burgess1551
Manufacturing,Arizona,United States,Value Proposition,Ramirez137 Inc,9945,18988,1640563200,Partner,12/27/2021,Opportunity for Reynolds1553
Energy,Virginia,United States,Closed Won,Hopkins600 Inc,45721,18584,1605657600,Partner,11/18/2020,Opportunity for Mitchell1555
Transportation,Washington,United States,Closed Lost,Turner924 Inc,3997,17930,1549152000,Customer,2/3/2019,Opportunity for Cole1563
Agriculture,Ohio,United States,Closed Won,Patton86 Inc,56879,18036,1558310400,Partner,5/20/2019,Opportunity for Griffin1933
Healthcare,New York,United States,Closed Won,Jefferson859 Inc,16909,18657,1611964800,Partner,1/30/2021,Opportunity for Joseph1936
Banking,Connecticut,United States,Qualification,Munoz282 Inc,35473,17961,1551830400,Customer,3/6/2019,Opportunity for Todd1938
Media,Texas,United States,Closed Won,Webster349 Inc,97348,19003,1641859200,Partner,1/11/2022,Opportunity for Warner1943
Media,Indiana,United States,Closed Won,Young486 Inc,78476,18049,1559433600,Partner,6/2/2019,Opportunity for Larson1945
Telecommunications,California,United States,Closed Lost,Lawrence93 Inc,40462,19149,1654473600,Partner,6/6/2022,Opportunity for Waters1946
Media,Ohio,,Closed Lost,Leonard91 Inc,78371,18086,1562630400,Partner,7/9/2019,Opportunity for Baldwin443
Communications,California,United States,Closed Lost,Christensen840 Inc,43503,18047,1559260800,Partner,5/31/2019,Opportunity for Gross444
Telecommunications,Kansas,United States,Closed Lost,Anderson638 Inc,98937,18125,1566000000,Partner,8/17/2019,Opportunity for Barker446
Manufacturing,Florida,United States,Closed Won,Norton877 Inc,94018,18771,1621814400,Partner,5/24/2021,Opportunity for Barnes448
Education,Texas,United States,Closed Lost,Norton790 Inc,51197,18594,1606521600,Partner,11/28/2020,Opportunity for Roberson449
Apparel,California,United States,Closed Won,Ortiz520 Inc,71906,18548,1602547200,Partner,10/13/2020,Opportunity for Beck451
Utilities,Georgia,United States,Closed Lost,Holmes7 Inc,39514,19300,1667520000,Partner,11/4/2022,Opportunity for Bryan454
Finance,New York,United States,Closed Won,Phelps549 Inc,39381,18778,1622419200,Partner,5/31/2021,Opportunity for Alexander455
Healthcare,Florida,United States,Closed Lost,Flowers529 Inc,13190,18333,1583971200,Partner,3/12/2020,Opportunity for Stevenson463
Agriculture,Ohio,United States,Closed Won,Mann154 Inc,68445,18945,1636848000,Partner,11/14/2021,Opportunity for Wolfe807
Banking,Illinois,United States,Needs Analysis,Joseph988 Inc,74414,18326,1583366400,Partner,3/5/2020,Opportunity for Hamilton810
Engineering,Texas,United States,Closed Lost,Martinez228 Inc,94677,18030,1557792000,Partner,5/14/2019,Opportunity for Hall811
Technology,,United States,Needs Analysis,Luna900 Inc,38482,18764,1621209600,Partner,5/17/2021,Opportunity for Stokes814
Engineering,Florida,United States,Closed Won,Gordon406 Inc,48728,18870,1630368000,Partner,8/31/2021,Opportunity for Goodman815
Finance,California,,Closed Won,Gutierrez38 Inc,76900,18287,1579996800,Partner,1/26/2020,Opportunity for Carter816
Telecommunications,,United States,Perception Analysis,Walsh54 Inc,2711,18419,1591401600,Partner,6/6/2020,Opportunity for Banks821
Transportation,Ohio,United States,Value Proposition,Herrera637 Inc,78777,19175,1656720000,Partner,7/2/2022,Opportunity for Johnston824
Agriculture,,United States,Closed Won,Holloway455 Inc,73578,18190,1571616000,Partner,10/21/2019,Opportunity for Parks826
Apparel,New York,United States,Closed Lost,McKinney542 Inc,57498,18910,1633824000,Partner,10/10/2021,Opportunity for Stone1195
Electronics,Pennsylvania,United States,Perception Analysis,Watkins561 Inc,82388,18710,1616544000,Partner,3/24/2021,Opportunity for Hayes1197
Healthcare,,United States,Closed Lost,Todd566 Inc,85771,19257,1663804800,Customer,9/22/2022,Opportunity for Logan1198
Telecommunications,Texas,United States,Closed Won,Stone167 Inc,73215,18113,1564963200,Customer,8/5/2019,Opportunity for Nichols1204
Engineering,Tennessee,United States,Value Proposition,Marsh836 Inc,85449,18674,1613433600,Customer,2/16/2021,Opportunity for Howard1207
Manufacturing,Indiana,United States,Closed Won,Pena964 Inc,87692,18110,1564704000,Partner,8/2/2019,Opportunity for Murray1210
Energy,Texas,United States,Closed Lost,Warren653 Inc,15819,18118,1565395200,Partner,8/10/2019,Opportunity for Wagner1214
Technology,Alaska,United States,Closed Won,Gutierrez38 Inc,52746,19010,1642464000,Customer,1/18/2022,Opportunity for Thomas1215
Telecommunications,Connecticut,,Closed Lost,Lopez140 Inc,23377,18312,1582156800,Partner,2/20/2020,Opportunity for Yates1567
Engineering,New Jersey,United States,Closed Won,Chapman475 Inc,14481,17991,1554422400,Partner,4/5/2019,Opportunity for Curtis1571
Retail,Texas,United States,Closed Lost,Stone504 Inc,49250,18010,1556064000,Customer,4/24/2019,Opportunity for Clark1572
